Year,State,Ag District,County,yield,AWND,CDSD,CLDD,DP01,DP10,DP1X,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,DYFG,DYHF,DYTS,EMNT,EMSD,EMSN,EMXP,EMXT,EVAP,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HDSD,HN01,HN02,HTDD,HX01,HX02,LN01,LN02,LX01,LX02,MN01,MN02,MX01,MX02,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WDFG,WDMV,WSF2,WSF5,WSFG
2010,ILLINOIS,NORTHWEST,WINNEBAGO,172.5,3.6,533.7,533.7,123.0,66.5,8.0,88.0,12.5,11.0,128.0,69.0,159.0,13.0,72.0,22.0,29.33333333,-23.3,216.0,122.0,109.6,33.9,,-1.1,-2.2,-5.6,-7.8,-15.0,0.0,-3.3,-6.7,-6.7,-10.0,3576.0,,,3576.0,,,,,,,,,,,937.8,960.5,10.12,15.58,4.66,230.0,260.0,,,19.7,25.9,
2010,ILLINOIS,SOUTHEAST,EDWARDS,146.5,,1009.5,1009.5,123.0,67.0,9.0,25.0,6.0,0.0,104.0,34.0,196.0,72.0,19.0,,39.0,-17.2,203.0,175.0,59.9,39.4,,0.0,-3.9,-5.0,-7.8,-9.4,0.0,-3.3,-4.4,-6.7,-8.9,2600.2,,,2600.2,,,,,,,,,,,923.3,621.0,13.6,19.7,7.5,,,,,,,
2010,ILLINOIS,SOUTHEAST,FRANKLIN,111.4,,,,80.5,65.0,10.5,,3.5,,,,,,4.0,,20.5,,,57.0,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,884.3,290.0,,,,,,,,,,
2010,ILLINOIS,SOUTHEAST,GALLATIN,141.5,,,,84.0,65.0,8.0,1.0,5.0,,,,,,,,,,51.0,140.0,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,856.3,354.0,,,,,,,,,,
2010,ILLINOIS,SOUTHEAST,HAMILTON,140.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,ILLINOIS,SOUTHEAST,JEFFERSON,124.5,,,,97.66666667,68.0,8.0,24.0,8.0,,,41.0,188.0,36.0,8.5,,34.5,,102.0,112.0,62.13333333,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,899.6333332999999,589.5,,18.14,,,,,,,,
2010,ILLINOIS,SOUTHEAST,MASSAC,126.0,,985.7,985.7,83.5,55.0,11.5,3.5,2.5,0.0,94.0,23.0,195.0,66.0,12.0,,5.0,-16.7,51.0,83.0,64.5,38.9,,-0.6,-2.2,-5.0,-6.7,-10.0,-5.0,-5.0,-5.0,-7.2,-8.9,,,,,,,,,,,,,,,972.95,171.0,13.89,19.81,7.97,,,,,,,
2010,ILLINOIS,SOUTHEAST,SALINE,133.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,ILLINOIS,SOUTHEAST,WABASH,146.6,,1012.0,1012.0,101.0,69.0,10.0,,6.0,2.0,99.0,38.0,189.0,57.0,22.0,,35.0,-17.8,,137.0,64.0,38.3,,-0.6,-4.4,-4.4,-8.3,-9.4,0.0,-2.8,-5.0,-7.2,-8.9,2615.9,,,2615.9,,,,,,,,,,,949.3,459.0,13.62,19.01,8.22,,,,,,,
2010,ILLINOIS,SOUTHEAST,WAYNE,138.8,,921.8,921.8,97.5,71.5,8.5,16.0,7.5,1.0,102.0,31.0,190.0,68.0,3.5,,7.5,-19.4,76.0,89.0,62.1,40.0,,-2.2,-2.2,-6.7,-6.7,-10.6,0.0,-2.8,-4.4,-6.7,-9.4,2632.1,,,2632.1,,,,,,,,,,,934.35,424.5,13.48,19.6,7.36,,,,,,,
2010,ILLINOIS,SOUTHEAST,WHITE,155.4,,,,101.0,66.0,12.0,,9.0,,,34.0,194.0,66.0,16.0,,43.0,,,155.0,86.1,38.3,,,,,,,,,,,,2585.9,,,2585.9,,,,,,,,,,,964.7,759.0,,19.57,,,,,,,,
2010,ILLINOIS,SOUTHWEST,ALEXANDER,142.8,,1154.3,1154.3,87.0,57.0,9.0,12.0,3.0,0.0,86.0,25.0,204.0,80.0,5.0,,2.0,-14.4,152.0,140.0,64.8,38.9,,0.0,-5.0,-5.0,-7.2,-9.4,-1.1,-3.9,-9.4,-9.4,-9.4,2142.5,,,2142.5,,,,,,,,,,,944.0,206.0,15.04,20.41,9.68,,,,,,,
2010,ILLINOIS,SOUTHWEST,CLINTON,162.7,,,,102.0,70.0,7.0,20.0,3.0,,,,,,3.0,,4.0,,76.0,66.66666667,69.6,,,,,,,,,,,,,2692.8,,,2692.8,,,,,,,,,,,964.7,212.33333330000002,,,,,,,,,,
2010,ILLINOIS,SOUTHWEST,JACKSON,114.9,2.9,977.8,977.8,101.66666670000001,63.0,8.0,23.0,5.5,3.0,103.5,24.5,199.0,71.0,114.0,45.0,28.0,-21.35,178.0,152.5,53.93333333,40.0,,-1.05,-3.55,-6.65,-8.3,-10.2,-0.25,-6.05,-6.05,-6.9,-10.25,2528.8,,,2528.8,,,,,,,,,,,840.6666667000002,408.5,13.705,20.13,7.275,210.0,210.0,,,20.1,25.0,
2010,ILLINOIS,SOUTHWEST,JOHNSON,106.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,ILLINOIS,SOUTHWEST,MONROE,143.6,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,ILLINOIS,SOUTHWEST,PERRY,117.6,,924.35,924.35,99.66666667,70.66666667,9.333333332999999,27.0,8.0,3.5,103.5,27.0,196.0,58.5,7.5,,27.0,-21.95,169.33333330000002,152.33333330000002,49.96666667,39.15,,-2.2,-3.6,-6.95,-7.8,-9.15,-0.55,-5.85,-5.85,-6.7,-9.15,2604.2,,,2604.2,,,,,,,,,,,958.1333332999999,537.6666667000001,13.42,19.64,7.195,,,,,,,
2010,ILLINOIS,SOUTHWEST,PULASKI,136.5,,,,95.0,59.0,10.0,12.0,5.0,,,,,,26.0,,14.0,,127.0,127.0,127.0,,,,,,,,,,,,,2396.6,,,2396.6,,,,,,,,,,,1062.8,268.0,,,,,,,,,,
2010,ILLINOIS,SOUTHWEST,RANDOLPH,130.3,,1024.0,1024.0,101.66666670000001,69.33333333,6.333333333,10.5,5.0,0.0,99.0,28.0,198.0,72.0,18.5,,28.5,-15.6,114.5,96.5,56.9,40.0,,-2.8,-2.8,-5.0,-6.7,-9.4,-1.1,-3.9,-4.4,-10.0,-10.0,2548.1,,,2548.1,,,,,,,,,,,898.975,334.5,13.85,19.84,7.86,,,,,,,
2010,ILLINOIS,SOUTHWEST,ST CLAIR,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,ILLINOIS,SOUTHWEST,UNION,114.3,,,,103.0,67.5,11.5,,,3.0,89.0,,,,,,2.0,-20.0,,,71.25,,,-1.1,-5.6,-5.6,-7.8,-8.9,-0.6,-2.2,-6.7,-6.7,-8.9,,,,,,,,,,,,,,,1042.05,,,,8.35,,,,,,,
2010,ILLINOIS,SOUTHWEST,WASHINGTON,144.3,,968.6,968.6,110.33333329999999,67.33333333,8.333333332999999,27.66666667,6.0,1.0,102.0,36.5,192.0,58.5,8.666666667000001,,21.5,-19.45,135.33333330000002,126.0,60.93333333,39.15,,0.0,-4.45,-5.0,-8.35,-9.15,-0.3,-3.3,-4.4,-6.95,-9.15,2682.1,,,2682.1,,,,,,,,,,,937.4,452.66666669999995,13.36,19.11,7.61,,,,,,,
2010,ILLINOIS,SOUTHWEST,WILLIAMSON,124.6,,958.3,958.3,,,,,,1.0,98.0,24.0,195.0,69.0,,,,-18.3,,,,40.0,,-0.6,-2.8,-4.4,-6.7,-10.0,-0.6,-6.1,-6.1,-7.2,-8.9,2474.8,,,2474.8,,,,,,,,,,,,,13.82,20.02,7.63,,,,,,,
2010,ILLINOIS,WEST,ADAMS,121.9,3.8,790.2,790.2,105.66666670000001,70.0,13.0,41.0,8.0,7.5,107.0,49.0,174.0,29.5,177.0,26.0,34.5,-23.6,152.0,102.0,65.36666667,36.4,,-1.4,-2.75,-5.0,-7.25,-10.55,-2.2,-3.85,-4.7,-6.95,-9.15,3033.7,,,3033.7,,,,,,,,,,,1148.266667,342.0,11.925,17.18,6.67,310.0,260.0,,,19.2,23.7,
2010,ILLINOIS,WEST,BROWN,119.5,,,,75.0,63.0,20.0,,7.0,,,,,,,,,,,114.0,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.8,388.0,,,,,,,,,,
2010,ILLINOIS,WEST,FULTON,136.8,,,,108.5,79.5,19.75,55.0,8.0,,,,,,9.666666667000001,,13.25,,266.5,159.5,71.325,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.275,732.25,,,,,,,,,,
2010,ILLINOIS,WEST,HANCOCK,116.9,,728.0333333,728.0333333,105.83333329999999,80.5,17.66666667,66.66666667,11.0,13.33333333,116.66666670000001,56.33333333,175.0,31.33333333,22.0,,35.0,-23.3,245.66666669999998,184.25,85.05,36.3,,-1.8666666669999998,-2.6,-5.366666667,-7.6,-11.13333333,-1.8666666669999998,-3.9,-6.1,-8.133333333,-9.633333333,3108.6,,,3108.6,,,,,,,,,,,1358.171429,742.5,11.27,17.05333333,5.483333332999999,,,,,,,
2010,ILLINOIS,WEST,HENDERSON,143.8,,688.9,688.9,117.5,79.0,17.0,,,11.0,111.0,65.0,169.0,21.0,5.0,,1.0,-23.3,,,89.4,34.4,,-1.7,-2.8,-6.1,-7.2,-10.0,-2.8,-2.8,-4.4,-7.2,-8.9,3260.4,,,3260.4,,,,,,,,,,,1324.35,,11.0,16.2,5.79,,,,,,,
2010,ILLINOIS,WEST,KNOX,159.9,,606.0,606.0,117.75,79.0,15.5,75.0,10.5,17.0,124.5,72.5,158.5,12.5,31.5,,32.75,-25.55,229.0,170.75,72.4,33.3,,-3.6,-3.6,-5.3,-7.8,-10.55,-0.3,-4.7,-4.7,-7.25,-9.7,3605.566667,,,3605.566667,,,,,,,,,,,1209.2,856.25,10.18,15.565,4.79,,,,,,,
2010,ILLINOIS,WEST,MCDONOUGH,141.8,,757.0,757.0,117.0,77.5,17.0,70.0,7.0,13.0,118.0,56.0,183.0,40.0,,,,-24.4,178.0,127.0,63.1,36.7,,-2.2,-2.2,-4.4,-7.2,-10.6,0.0,-4.4,-4.4,-7.2,-9.4,3258.8,,,3258.8,,,,,,,,,,,1250.3,737.0,11.35,17.22,5.48,,,,,,,
2010,ILLINOIS,WEST,SCHUYLER,129.7,,,,118.0,75.0,17.0,13.0,8.0,,,57.0,169.0,23.0,5.5,,23.0,,102.0,107.0,116.8,35.6,,,,,,,,,,,,3256.4,,,3256.4,,,,,,,,,,,1256.5,548.0,,16.43,,,,,,,,
2010,ILLINOIS,WEST,WARREN,152.9,,593.2,593.2,,,,45.0,9.0,18.0,130.0,75.0,161.0,13.0,25.0,,6.0,-25.6,254.0,209.5,,33.3,,0.0,-4.4,-4.4,-7.8,-8.9,-0.6,-5.6,-5.6,-6.7,-9.4,3574.0,28.3,26.1,3574.0,36.7,31.7,-8.3,-2.8,-3.3,-1.7,10.6,11.1,15.3,13.2,,817.5,10.0,15.62,4.39,,,,,,,
2010,ILLINOIS,WEST SOUTHWEST,BOND,152.6,,,,,,,,14.0,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.0,,,,,,,,,,
2010,ILLINOIS,WEST SOUTHWEST,CALHOUN,156.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,ILLINOIS,WEST SOUTHWEST,CASS,148.6,,,,114.0,77.5,15.0,31.0,6.0,,,,,,9.0,,42.0,,127.0,117.0,100.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.15,427.0,,,,,,,,,,
2010,ILLINOIS,WEST SOUTHWEST,CHRISTIAN,157.0,,753.6,753.6,104.8571429,71.71428571,11.28571429,31.6,6.0,6.5,115.5,48.0,185.0,31.5,18.25,,24.5,-23.05,117.0,112.4,81.64285714,36.4,,-0.55,-3.3,-5.0,-6.7,-9.45,-1.1,-2.75,-4.7,-7.5,-9.7,2977.9,,,2977.9,,,,,,,,,,,1133.657143,442.0,11.885,17.525,6.24,,,,,,,
2010,ILLINOIS,WEST SOUTHWEST,GREENE,161.6,,718.7,718.7,111.0,75.0,12.0,38.0,6.5,8.0,117.0,48.0,180.0,21.0,12.0,,19.0,-23.9,127.0,120.5,78.5,35.6,,-2.8,-2.8,-5.0,-6.7,-10.6,-3.3,-3.3,-6.1,-6.7,-8.9,3106.9,,,3106.9,,,,,,,,,,,1122.6,474.0,11.59,17.17,6.01,,,,,,,
2010,ILLINOIS,WEST SOUTHWEST,JERSEY,169.9,,735.6,735.6,100.0,75.0,14.0,21.0,4.0,3.0,115.0,40.0,188.0,30.0,4.0,,8.0,-24.4,102.0,102.0,61.5,36.1,,-3.3,-3.3,-6.1,-6.7,-8.9,0.0,-2.8,-5.0,-6.7,-10.6,,,,,,,,,,,,,,,1080.3,387.0,11.94,17.92,5.96,,,,,,,
2010,ILLINOIS,WEST SOUTHWEST,MACOUPIN,146.9,,743.3,743.3,93.33333333,64.33333333,11.33333333,21.0,5.666666667,9.0,116.0,47.0,177.0,26.0,6.5,,24.0,-22.8,102.0,93.0,76.3,36.7,,-1.1,-3.9,-6.7,-6.7,-10.6,0.0,-3.3,-5.0,-6.7,-10.0,,,,,,,,,,,,,,,1128.533333,393.6666667,11.86,17.36,6.36,,,,,,,
2010,ILLINOIS,WEST SOUTHWEST,MADISON,166.3,,,,108.33333329999999,72.66666667,11.0,18.5,6.0,,,,,,4.0,,41.0,,102.0,94.0,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.8,400.5,,,,,,,,,,
2010,ILLINOIS,WEST SOUTHWEST,MONTGOMERY,156.3,,,,94.0,73.0,16.0,,,,,,,,,,5.0,,,,122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1316.7,,,,,,,,,,,
2010,ILLINOIS,WEST SOUTHWEST,MORGAN,146.5,,760.5,760.5,109.5,74.0,13.0,43.0,6.5,10.0,121.0,41.0,189.0,35.0,3.5,,5.0,-22.8,152.0,110.5,78.6,36.1,,0.0,-4.4,-4.4,-10.0,-10.0,0.0,-3.9,-5.0,-6.7,-10.6,3090.2,,,3090.2,,,,,,,,,,,1257.0,525.5,11.82,17.79,5.86,,,,,,,
2010,ILLINOIS,WEST SOUTHWEST,PIKE,137.5,,,,114.0,65.0,17.0,,8.0,,,,,,2.0,,,,,140.0,101.6,,,,,,,,,,,,,3097.2,,,3097.2,,,,,,,,,,,1261.3,611.0,,,,,,,,,,
2010,ILLINOIS,WEST SOUTHWEST,SANGAMON,154.5,3.6,802.95,802.95,114.75,79.25,11.25,38.5,6.0,9.0,113.0,42.5,184.0,31.5,40.83333333,26.0,26.33333333,-22.2,139.5,111.25,78.55,36.15,,-1.65,-2.5,-5.0,-8.35,-10.0,0.0,-4.15,-4.4,-7.2,-9.45,3019.25,,,3019.25,,,,,,,,,,,1192.275,497.75,12.16,17.645,6.675,170.0,280.0,,,17.0,24.6,
2010,ILLINOIS,WEST SOUTHWEST,SCOTT,139.5,,722.15,722.15,103.5,74.0,13.5,,6.5,9.0,119.5,46.0,180.5,24.0,14.0,,8.5,-24.15,,132.0,90.95,36.15,,-2.8,-2.8,-5.55,-6.7,-10.6,-1.65,-3.85,-5.25,-6.95,-9.45,3106.9,,,3106.9,,,,,,,,,,,1236.2,517.0,11.59,17.405,5.78,,,,,,,
2009,ILLINOIS,CENTRAL,DE WITT,188.0,,,,,,,,8.0,,,,,,1.0,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,,,,,,,,,,
2009,ILLINOIS,CENTRAL,LOGAN,188.0,,357.4,357.4,136.0,82.0,16.0,20.0,7.5,7.0,121.0,40.0,149.0,9.0,4.333333333,,4.333333333,-26.7,89.0,82.5,67.75,35.0,,0.0,-2.2,-5.0,-10.0,-10.0,-1.7,-2.2,-5.6,-6.7,-12.8,3309.5,,,3309.5,,,,,,,,,,,1276.26,497.0,10.33,15.86,4.8,,,,,,,
2009,ILLINOIS,CENTRAL,MACON,192.0,4.1,487.4,487.4,123.66666670000001,76.0,14.33333333,30.0,8.0,2.5,102.5,32.5,159.0,12.0,74.0,18.0,29.5,-24.95,127.0,88.0,61.63333333,35.0,,-0.55,-4.65,-5.5,-8.8,-9.65,-1.05,-3.25,-6.65,-7.75,-11.35,2993.1,,,2993.1,,,,,,,,,,,1202.1,448.0,11.52,16.76,6.275,220.0,220.0,,,18.3,38.9,
2009,ILLINOIS,CENTRAL,MARSHALL,172.0,,,,118.5,84.5,17.0,54.0,12.0,,,,,,1.0,,5.0,,178.0,112.0,64.25,,,,,,,,,,,,,3107.7,,,3107.7,,,,,,,,,,,1315.55,767.5,,,,,,,,,,
2009,ILLINOIS,CENTRAL,MASON,165.0,,,,130.0,96.0,26.0,19.0,10.0,,,,,,,,,,203.0,102.0,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1741.8,384.0,,,,,,,,,,
2009,ILLINOIS,CENTRAL,MCLEAN,186.0,,301.35,301.35,131.2857143,84.0,14.14285714,29.33333333,7.0,6.666666667,124.66666670000001,52.0,144.33333330000002,8.333333332999999,12.33333333,,12.25,-29.63333333,127.0,81.0,74.24285714,33.9,,-0.7666666670000001,-3.133333333,-6.7,-7.233333332999999,-9.966666667,-0.933333333,-2.9666666669999997,-6.7,-7.433333332999999,-9.633333333,3608.6,,,3608.6,,,,,,,,,,,1337.65,417.25,9.67,15.09666667,4.236666667,,,,,,,
2009,ILLINOIS,CENTRAL,MENARD,190.0,,,,,,,,,,,,,,9.0,,2.0,,,,,,,,,,,,,,,,,3281.5,,,3281.5,,,,,,,,,,,,,,,,,,,,,,
2009,ILLINOIS,CENTRAL,PEORIA,176.0,3.4,370.1,370.1,136.8,86.8,14.6,40.0,11.25,7.5,124.0,50.0,144.0,7.5,72.66666667,21.0,13.5,-29.7,152.33333330000002,115.5,58.96,35.3,,-1.4,-3.35,-7.5,-7.5,-9.15,-0.3,-2.2,-5.85,-7.5,-10.3,3470.5,,,3470.5,,,,,,,,,,,1341.28,828.25,9.99,15.305,4.675,270.0,230.0,,,19.7,26.4,
2009,ILLINOIS,CENTRAL,STARK,172.0,,,,135.33333330000002,85.0,14.33333333,55.0,11.0,,,,,,32.5,,14.0,,178.0,102.66666670000001,62.13333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.7,708.6666667000001,,,,,,,,,,
2009,ILLINOIS,CENTRAL,TAZEWELL,182.0,,,,143.6,85.8,14.6,41.5,13.5,,,,,,20.5,,18.0,,152.0,128.5,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1342.78,819.5,,,,,,,,,,
2009,ILLINOIS,CENTRAL,WOODFORD,187.0,,326.05,326.05,128.75,79.5,13.25,39.66666667,10.6,11.0,127.0,48.5,146.0,9.0,9.5,,13.0,-30.85,152.0,123.4,52.25,35.85,,-1.4,-2.75,-5.55,-7.25,-13.3,-0.3,-3.05,-5.0,-7.5,-10.0,3358.8,,,3358.8,,,,,,,,,,,1220.3,709.8,9.565,15.45,3.685,,,,,,,
2009,ILLINOIS,EAST,CHAMPAIGN,190.0,4.2,397.2,397.2,131.0,79.3,12.3,27.5,4.8,7.5,119.0,40.5,146.0,9.75,109.8,29.0,32.25,-27.375,127.0,101.2,65.6,34.6,,-0.7,-4.9,-6.15,-8.3,-10.1,-0.8,-2.625,-5.375,-7.025,-12.25,3351.65,,,3351.65,,,,,,,,,,,1256.727273,412.6,10.42,15.8675,4.975,310.0,30.0,,,21.5,60.8,
2009,ILLINOIS,EAST,FORD,182.0,,301.2,301.2,125.0,83.0,11.0,34.5,10.0,8.0,135.0,42.0,144.0,6.0,54.0,,1.0,-28.3,102.0,80.0,77.7,33.9,,-0.6,-3.3,-7.2,-7.2,-9.4,0.0,-3.9,-6.7,-6.7,-9.4,3492.3,,,3492.3,,,,,,,,,,,1131.8,444.5,9.59,15.37,3.81,,,,,,,
2009,ILLINOIS,EAST,IROQUOIS,178.0,,284.1,284.1,156.5,74.5,9.5,34.0,8.0,5.0,134.0,54.0,144.0,4.0,15.0,,12.0,-30.6,102.0,69.0,54.1,33.3,,-1.1,-2.8,-4.4,-7.2,-9.4,0.0,-2.2,-6.1,-6.7,-8.9,3592.9,22.2,18.9,3592.9,27.8,28.9,-7.2,-9.4,-5.0,-9.4,6.9,3.5,11.2,6.7,1076.95,517.0,9.39,14.93,3.84,,,,,,,
2009,ILLINOIS,EAST,KANKAKEE,166.0,,,,130.3333333,80.33333333,11.66666667,48.0,11.0,,,,,,34.5,,14.25,,195.0,89.0,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.066667,698.6666667000001,,,,,,,,,,
2009,ILLINOIS,EAST,LIVINGSTON,184.0,,297.53333330000004,297.53333330000004,124.8,80.2,11.4,37.4,12.16666667,6.333333333,130.0,51.33333333,140.0,5.666666667,28.4,,4.2,-29.06666667,127.0,87.33333333,70.0,33.5,,-0.4,-4.633333333,-7.033333333,-7.033333333,-11.26666667,-0.2,-3.166666667,-5.566666667000001,-6.8666666670000005,-9.6,3587.566667,,,3587.566667,,,,,,,,,,,1143.52,631.8333332999999,9.413333332999999,14.88,3.9466666669999997,,,,,,,
2009,ILLINOIS,EAST,PIATT,183.0,,,,113.0,71.0,13.0,30.0,7.0,,,,,,18.0,,14.0,,127.0,74.0,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.6,447.0,,,,,,,,,,
2009,ILLINOIS,EAST,VERMILION,183.0,,390.45,390.45,131.1666667,79.16666667,11.66666667,27.2,8.2,4.666666667,116.33333329999999,42.5,151.0,8.0,10.25,,10.66666667,-27.4,147.2,121.2,56.95,34.4,,-0.566666667,-2.766666667,-6.666666667,-7.6,-9.433333333,-1.1,-2.4,-5.933333332999999,-7.066666667000001,-12.8,3229.7,,,3229.7,,,,,,,,,,,1190.166667,483.2,10.605,16.08,5.176666667,,,,,,,
2009,ILLINOIS,EAST SOUTHEAST,CLARK,162.0,,,,114.5,76.0,15.5,15.0,4.5,,,,,,,,,,229.0,201.0,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.2,378.0,,,,,,,,,,
2009,ILLINOIS,EAST SOUTHEAST,CLAY,144.0,,563.1,563.1,106.5,84.0,17.0,11.0,3.5,3.0,97.0,24.0,166.0,19.0,11.0,,5.0,-19.4,254.0,133.0,88.9,35.0,,0.0,-2.2,-6.1,-8.3,-11.1,-1.7,-2.8,-4.4,-8.9,-8.9,,,,,,,,,,,,,,,1419.6,307.0,12.29,17.96,6.63,,,,,,,
2009,ILLINOIS,EAST SOUTHEAST,COLES,177.0,3.8,435.8,435.8,119.0,72.75,13.0,19.0,5.0,3.0,108.0,40.0,153.0,8.0,109.5,33.0,24.5,-22.7,178.0,131.0,61.575,33.9,,-0.5,-2.7,-4.9,-7.7,-9.9,-1.0,-2.7,-4.9,-12.1,-12.1,3056.9,,,3056.9,,,,,,,,,,,1190.925,357.0,11.25,16.34,6.17,280.0,290.0,,,19.2,24.6,
2009,ILLINOIS,EAST SOUTHEAST,CRAWFORD,150.0,,548.0,548.0,119.5,73.75,16.75,11.25,2.75,4.5,106.0,32.0,160.5,15.5,13.66666667,,16.66666667,-21.4,254.0,143.5,82.65,34.45,,0.0,-2.2,-6.4,-7.8,-9.15,-0.3,-3.9,-4.7,-10.55,-10.55,3023.8,,,3023.8,,,,,,,,,,,1360.2,329.5,11.98,17.45,6.515,,,,,,,
2009,ILLINOIS,EAST SOUTHEAST,CUMBERLAND,164.0,,,,120.0,78.0,12.5,19.0,4.5,,,,,,,,,,305.0,213.5,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.15,413.5,,,,,,,,,,
2009,ILLINOIS,EAST SOUTHEAST,DOUGLAS,179.0,,442.8,442.8,113.5,92.5,18.0,26.0,5.5,4.0,116.0,43.0,147.0,10.0,9.0,,14.5,-25.0,152.0,123.5,66.3,33.9,,0.0,-2.2,-6.7,-6.7,-8.9,-0.6,-3.9,-6.1,-7.2,-10.6,3220.8,,,3220.8,,,,,,,,,,,1408.55,409.5,10.8,15.92,5.68,,,,,,,
2009,ILLINOIS,EAST SOUTHEAST,EDGAR,168.0,,468.6,468.6,119.0,85.0,12.0,26.0,4.0,3.0,114.0,42.0,148.0,13.0,,,,-25.0,203.0,165.0,59.2,33.9,,-1.1,-6.7,-6.7,-6.7,-9.4,0.0,-2.2,-7.2,-7.2,-10.6,3013.8,,,3013.8,,,,,,,,,,,1309.6,404.0,10.97,16.18,5.76,,,,,,,
2009,ILLINOIS,EAST SOUTHEAST,EFFINGHAM,164.0,,529.7,529.7,122.25,77.75,14.75,16.66666667,5.0,4.0,114.0,33.0,160.0,18.0,2.0,,4.5,-21.1,194.66666669999998,139.66666669999998,98.875,35.0,,-1.1,-3.3,-7.8,-7.8,-10.6,0.0,-3.9,-5.0,-8.9,-8.9,3021.4,,,3021.4,,,,,,,,,,,1349.08,373.6666667,11.6,17.33,5.88,,,,,,,
2009,ILLINOIS,EAST SOUTHEAST,FAYETTE,152.0,,518.35,518.35,124.0,79.5,17.0,13.0,2.5,3.0,105.5,32.5,156.0,14.0,41.0,,32.0,-20.25,216.0,177.5,82.15,34.7,,-0.55,-2.5,-6.7,-6.7,-10.8,0.0,-2.2,-5.0,-8.85,-9.4,2977.7,,,2977.7,,,,,,,,,,,1379.2,289.5,11.575,17.0,6.16,,,,,,,
2009,ILLINOIS,EAST SOUTHEAST,JASPER,149.0,,547.75,547.75,120.66666670000001,78.0,19.0,20.0,5.0,6.0,99.0,24.0,167.0,16.5,12.0,,37.0,-21.15,241.5,128.0,86.76666667,35.0,,0.0,-2.5,-7.25,-9.15,-9.15,-0.55,-2.5,-4.7,-11.95,-11.95,2782.05,,,2782.05,,,,,,,,,,,1399.833333,424.5,12.23,17.845,6.62,,,,,,,
2009,ILLINOIS,EAST SOUTHEAST,LAWRENCE,146.0,3.7,655.2,655.2,138.66666669999998,82.33333333,17.0,19.0,5.0,5.0,91.0,20.0,171.0,18.0,119.5,42.0,54.0,-22.1,254.0,127.0,93.3,35.0,,-1.0,-2.7,-5.5,-8.8,-9.9,-0.5,-2.7,-4.9,-9.3,-9.3,2690.8,,,2690.8,,,,,,,,,,,1473.433333,368.0,12.9,18.43,7.36,210.0,200.0,,,21.5,40.7,
2009,ILLINOIS,EAST SOUTHEAST,MARION,147.0,,551.6,551.6,113.5,79.25,17.0,12.33333333,2.75,3.0,98.0,29.0,160.5,12.5,14.0,,28.66666667,-20.0,228.66666669999998,165.75,73.4,34.7,,-0.85,-4.45,-7.25,-7.25,-10.0,0.0,-3.3,-4.7,-9.45,-9.45,2891.0,28.3,,2891.0,35.6,,-2.2,,-1.7,,12.0,,17.7,,1367.1,298.25,11.99,17.3,6.675,,,,,,,
2009,ILLINOIS,EAST SOUTHEAST,MOULTRIE,179.0,,387.2,387.2,123.0,81.0,14.5,24.0,5.5,5.0,118.0,37.0,149.0,8.0,1.0,,,-23.9,152.5,128.0,78.0,33.9,,0.0,-2.8,-5.6,-8.3,-13.3,0.0,-2.2,-5.0,-6.7,-12.2,3101.3,,,3101.3,,,,,,,,,,,1376.1,342.0,10.64,16.11,5.16,,,,,,,
